delta_pose,ir
[ 0.000000 -0.000000  0.000000],	[ 0.185  0.452 -0.000  0.011  0.458  0.342]
[-0.000873  0.000002  0.000000],	[ 0.193  0.429 -0.001  0.009  1.011  0.337]
[ 0.000000 -0.000000  0.000000],	[ 0.188  0.424 -0.000  0.010  0.704  0.337]
[-0.000873  0.000002  0.000000],	[ 0.185  0.470 -0.000  0.009  1.171  0.333]
[-0.002618 -0.000011 -0.008213],	[ 0.191  0.419 -0.001  0.009  1.077  0.342]
[-0.002182  0.000000  0.004107],	[ 0.193  0.446  0.002  0.009  0.387  0.326]
[-0.005672  0.000013  0.004107],	[ 0.201  0.419 -0.000  0.011  0.430  0.265]
[-0.005236  0.000000  0.000000],	[ 0.189  0.452  0.001  0.009  0.632  0.259]
[-0.011345 -0.000005  0.000000],	[ 0.212  0.435  0.002  0.010  0.544  0.233]
[-0.009163 -0.000022 -0.004107],	[ 0.230  0.429  0.002  0.012  0.970  0.249]
[-0.014399  0.000068  0.004107],	[ 0.234  0.435  0.003  0.012  0.751  0.249]
[-0.010908  0.000106  0.020533],	[ 0.251  0.408  0.000  0.014  0.226  0.255]
[-0.019196  0.000260  0.032853],	[ 0.251  0.429 -0.004  0.017  0.580  0.257]
[-0.013526  0.000118  0.020533],	[ 0.271  0.403 -0.009  0.019  0.458  0.269]
[-0.021379  0.000220  0.028747],	[ 0.285  0.408 -0.003  0.020  0.279  0.261]
[-0.022252  0.000167  0.020533],	[ 0.298  0.429 -0.002  0.027  0.222  0.275]
[-0.015271  0.000102  0.020533],	[ 0.277  0.388 -0.003  0.031  0.910  0.298]
[-0.024432  0.000326  0.024640],	[ 0.335  0.369  0.001  0.037  0.970  0.326]
[-0.016144  0.000109  0.012320],	[ 0.366  0.374  0.005  0.044  0.119  0.330]
[-0.022243  0.000609  0.045173],	[ 0.571  0.374  0.007  0.051  0.172  0.329]
[-0.008281  0.000333  0.086240],	[ 0.446  0.352  0.009  0.065  0.222  0.160]
[-0.006102  0.000231  0.090346],	[ 0.180  0.352  0.007  0.075  0.200  0.086]
[-0.000436 -0.000002  0.020533],	[ 0.205  0.352  0.006  0.080  0.248  0.086]
[-0.000000 -0.000002  0.008213],	[ 0.216  0.361  0.010  0.082  0.105  0.104]
[-0.001745 -0.000009 -0.016427],	[ 0.214  0.356  0.006  0.082  0.119  0.082]
[-0.000436 -0.000000  0.004107],	[ 0.212  0.369  0.009  0.079  0.115  0.079]
[-0.000436  0.000000 -0.004107],	[ 0.208  0.393  0.006  0.080  0.111  0.087]
[-0.000436 -0.000000  0.004107],	[ 0.205  0.383  0.005  0.086  0.230  0.093]
[-0.000436  0.000000 -0.004107],	[ 0.208  0.356  0.007  0.086  0.172  0.092]
[-0.000000  0.000000  0.000000],	[ 0.206  0.374  0.011  0.083  0.136  0.091]
[ 0.000873 -0.000000  0.016427],	[ 0.210  0.369  0.006  0.084  0.279  0.092]
[ 0.000436  0.000000 -0.020533],	[ 0.208  0.369  0.010  0.083  0.134  0.092]
[-0.000436  0.000005  0.012320],	[ 0.212  0.365  0.006  0.086  0.139  0.089]
[-0.001745  0.000002 -0.008213],	[ 0.205  0.361  0.009  0.083  0.196  0.095]
[-0.000873 -0.000002  0.000000],	[ 0.212  0.365  0.012  0.083  0.115  0.087]
[-0.000000  0.000000  0.000000],	[ 0.208  0.352  0.011  0.082  0.190  0.094]
[-0.000000  0.000000  0.000000],	[ 0.205  0.352  0.010  0.085  0.095  0.094]
[-0.000436 -0.000000  0.004107],	[ 0.212  0.352  0.011  0.083  0.096  0.094]
[-0.000000  0.000000  0.000000],	[ 0.216  0.365  0.010  0.086  0.154  0.090]
[-0.000000  0.000000  0.000000],	[ 0.212  0.365  0.011  0.082  0.334  0.083]
[-0.000000  0.000000  0.000000],	[ 0.203  0.348  0.011  0.087  0.321  0.092]
[-0.000000  0.000000  0.000000],	[ 0.214  0.352  0.010  0.084  0.159  0.091]
[-0.000436  0.000000 -0.004107],	[ 0.216  0.356  0.010  0.078  0.119  0.095]
[-0.000436 -0.000000  0.004107],	[ 0.196  0.356  0.012  0.082  0.141  0.094]
[-0.000436  0.000000 -0.004107],	[ 0.208  0.352  0.013  0.083  0.109  0.093]
[-0.000436 -0.000000  0.004107],	[ 0.206  0.348  0.012  0.082  0.166  0.093]
[-0.001745  0.000004  0.000000],	[ 0.220  0.348  0.012  0.083  0.157  0.085]
[-0.001745  0.000007  0.008213],	[ 0.228  0.352  0.014  0.087  0.180  0.091]
[-0.004363  0.000030  0.016427],	[ 0.253  0.348  0.015  0.087  0.296  0.099]
[-0.004799  0.000034  0.020533],	[ 0.271  0.388  0.018  0.099  0.157  0.115]
[-0.010033  0.000190  0.045173],	[ 0.280  0.352  0.020  0.108  0.387  0.186]
[-0.009161  0.000152  0.036960],	[ 0.269  0.331  0.030  0.175  0.439  0.213]
[-0.017007  0.000498  0.061600],	[ 0.226  0.335  0.038  0.191  0.458  0.219]
[-0.020930  0.000645  0.065707],	[ 0.248  0.275  0.055  0.061  0.891  0.217]
[-0.015268  0.000279  0.045173],	[ 0.234  0.320  0.069  0.084  0.239  0.241]
[-0.016087  0.001195  0.143733],	[ 0.222  0.335  0.110  0.066  0.253  0.285]
[-0.006531  0.000374  0.119093],	[ 0.186  0.408  0.146  0.051  0.334  0.319]
[-0.006078  0.000527  0.172480],	[ 0.158  0.413  0.079  0.040  0.379  0.354]
[-0.002180  0.000079  0.094453],	[ 0.144  0.446  0.090  0.044  0.719  0.354]
[-0.002609  0.000199  0.139626],	[ 0.144  0.429  0.078  0.044  0.555  0.354]
[-0.006979  0.000159  0.065707],	[ 0.139  0.452  0.066  0.049  0.555  0.277]
[-0.005236  0.000020  0.008213],	[ 0.140  0.452  0.063  0.048  0.430  0.340]
[-0.009163  0.000013  0.004107],	[ 0.153  0.429  0.062  0.049  0.544  0.273]
[-0.006109 -0.000002  0.000000],	[ 0.162  0.464  0.062  0.050  0.448  0.261]
[-0.008727 -0.000020 -0.008213],	[ 0.177  0.435  0.063  0.050  0.544  0.353]
[-0.005672  0.000013 -0.004107],	[ 0.179  0.429  0.062  0.046  0.818  0.354]
[-0.009163  0.000077  0.012320],	[ 0.183  0.452  0.060  0.046  0.632  0.353]
[-0.007417  0.000065  0.012320],	[ 0.193  0.429  0.061  0.045  0.488  0.335]
[-0.010908  0.000039  0.012320],	[ 0.203  0.429  0.057  0.051  0.544  0.333]
[-0.006545 -0.000018 -0.004107],	[ 0.214  0.429  0.057  0.046  0.619  0.348]
[-0.009163 -0.000009 -0.004107],	[ 0.222  0.452  0.059  0.046  0.704  0.336]
[-0.007854  0.000020  0.000000],	[ 0.228  0.429  0.057  0.045  0.835  0.348]
[-0.006545  0.000009  0.004107],	[ 0.234  0.429  0.057  0.044  0.544  0.342]
[-0.010472 -0.000056 -0.008213],	[ 0.243  0.429  0.057  0.045  0.751  0.354]
[-0.006545 -0.000025 -0.004107],	[ 0.261  0.429  0.057  0.040  0.646  0.352]
[-0.010036  0.000018  0.004107],	[ 0.266  0.446  0.053  0.043  0.499  0.337]
[-0.005672  0.000014  0.004107],	[ 0.263  0.429  0.057  0.045  0.735  0.345]
[-0.008727  0.000002  0.000000],	[ 0.274  0.429  0.054  0.044  0.592  0.346]
[-0.006109 -0.000030 -0.008213],	[ 0.288  0.435  0.055  0.044  0.660  0.341]
[-0.008290 -0.000090 -0.020533],	[ 0.274  0.424  0.057  0.044  0.872  0.341]
[-0.005672 -0.000041 -0.012320],	[ 0.294  0.464  0.058  0.042  0.421  0.340]
[-0.009163 -0.000013 -0.004107],	[ 0.310  0.452  0.057  0.039  1.171  0.318]
[-0.010908  0.000032  0.004107],	[ 0.324  0.429  0.051  0.035  0.801  0.267]
[-0.008290  0.000005 -0.004107],	[ 0.342  0.435  0.054  0.038  0.488  0.207]
[-0.013090 -0.000088 -0.008213],	[ 0.354  0.413  0.054  0.037  0.544  0.136]
[-0.009599 -0.000004  0.000000],	[ 0.370  0.419  0.054  0.033  0.296  0.120]
[-0.016144  0.000129  0.012320],	[ 0.366  0.419  0.051  0.036  0.348  0.079]
[-0.011780  0.000131  0.020533],	[ 0.383  0.408  0.045  0.035  0.580  0.090]
[-0.019627  0.000477  0.045173],	[ 0.370  0.383  0.045  0.036  0.646  0.091]
[-0.013961  0.000185  0.032853],	[ 0.397  0.369  0.041  0.040  0.872  0.090]
[-0.021808  0.000537  0.057493],	[ 0.406  0.331  0.033  0.044  0.488  0.109]
[-0.022248  0.000367  0.036960],	[ 0.426  0.324  0.031  0.043  0.412  0.100]
[-0.013962  0.000038  0.008213],	[ 0.426  0.295  0.031  0.045  0.555  0.095]
[-0.019635  0.000034  0.004107],	[ 0.446  0.260  0.031  0.050  1.171  0.098]
[-0.013526  0.000020  0.004107],	[ 0.452  0.218  0.032  0.052  0.891  0.092]
[-0.017890 -0.000020 -0.004107],	[ 0.463  0.216  0.037  0.051  0.274  0.091]
[-0.010908  0.000022 -0.004107],	[ 0.492  0.185  0.039  0.055  0.253  0.096]
[-0.012653  0.000070  0.004107],	[ 0.468  0.172  0.039  0.054  0.079  0.091]
[-0.006100  0.000297  0.082133],	[ 0.457  0.162  0.035  0.058  0.066  0.089]
[-0.001745  0.000036  0.041067],	[ 1.017  0.190  0.030  0.060  0.218  0.078]
[-0.001743  0.000082  0.082133],	[ 0.805  0.199  0.031  0.068  0.218  0.077]
[-0.001308  0.000041  0.053387],	[ 0.136  0.216  0.020  0.077  0.751  0.065]
[-0.000436  0.000020  0.094453],	[ 0.246  0.225  0.025  0.086  0.767  0.073]
[-0.000001 -0.000020  0.073920],	[ 0.271  0.244  0.022  0.136  0.290  0.070]
[-0.000001 -0.000025  0.114986],	[ 0.232  0.266  0.023  0.091  0.430  0.070]
[-0.001309  0.000004  0.061600],	[ 0.212  0.295  0.026  0.064  0.751  0.064]
[-0.004363  0.000048  0.032853],	[ 0.183  0.305  0.026  0.066  0.646  0.057]
[-0.008290  0.000057  0.020533],	[ 0.186  0.316  0.037  0.088  0.929  0.064]
[-0.006545  0.000014  0.004107],	[ 0.193  0.305  0.046  0.074  0.532  0.061]
[-0.010036  0.000027  0.004107],	[ 0.199  0.285  0.051  0.064  0.448  0.049]
[-0.003489  0.000081  0.049280],	[ 0.199  0.285  0.060  0.053  0.521  0.047]
[-0.002176  0.000125  0.110880],	[ 0.170  0.374  0.070  0.037  0.169  0.048]
[-0.000437 -0.000004  0.102666],	[ 0.140  0.316  0.119  0.034  0.177  0.068]
[-0.002172  0.000181  0.168373],	[ 0.120  0.312  0.058  0.028  0.439  0.249]
[-0.003051  0.000120  0.110880],	[ 0.108  0.255  0.076  0.026  0.990  0.292]
[-0.009160  0.000179  0.053387],	[ 0.111  0.222  0.072  0.025  0.421  0.294]
[-0.005672  0.000048  0.020533],	[ 0.112  0.185  0.066  0.027  0.302  0.300]
[-0.005666  0.000242  0.069813],	[ 0.122  0.172  0.063  0.025  0.689  0.292]
[-0.003485  0.000165  0.098560],	[ 0.123  0.139  0.049  0.032  0.544  0.332]
[-0.001307  0.000054  0.086240],	[ 0.119  0.116  0.035  0.037  0.704  0.281]
[-0.000869  0.000084  0.123200],	[ 0.104  0.104  0.021  0.042  0.379  0.273]
[-0.000871  0.000043  0.082133],	[ 0.117  0.121  0.012  0.047  0.296  0.296]
[-0.001741  0.000109  0.123200],	[ 0.123  0.134  0.009  0.063  0.099  0.342]
[-0.000872  0.000020  0.073920],	[ 0.133  0.147  0.007  0.107  0.134  0.255]
[-0.001743  0.000075  0.098560],	[ 0.149  0.157  0.005  0.044  0.296  0.131]
[-0.001744  0.000066  0.073920],	[ 0.210  0.374  0.005  0.033  0.222  0.173]
[-0.002177  0.000122  0.110880],	[ 0.118  0.435  0.006  0.044  0.157  0.241]
[-0.001742  0.000082  0.123200],	[ 0.146  0.452  0.010  0.031  0.164  0.241]
[-0.001308  0.000048  0.086240],	[ 0.125  0.435  0.017  0.025  0.125  0.225]
[-0.003049  0.000159  0.110880],	[ 0.097  0.458  0.033  0.016  0.115  0.203]
[-0.002179  0.000098  0.094453],	[ 0.083  0.429  0.073  0.014  0.119  0.186]
[-0.003485  0.000186  0.090346],	[ 0.083  0.452  0.044  0.011  0.116  0.145]
[-0.005653  0.000399  0.143733],	[ 0.077  0.464  0.052  0.011  0.114  0.133]
[-0.003486  0.000156  0.106773],	[ 0.074  0.424  0.037  0.015  0.107  0.122]
[-0.007820  0.000631  0.164266],	[ 0.075  0.452  0.022  0.008  0.125  0.114]
[-0.008719  0.000287  0.073920],	[ 0.081  0.429  0.012  0.141  0.122  0.104]
[-0.013960  0.000224  0.049280],	[ 0.093  0.452  0.010  0.642  0.119  0.100]
[-0.010908  0.000034  0.012320],	[ 0.102  0.429  0.011  0.717  0.129  0.094]
[-0.014835  0.000043  0.008213],	[ 0.119  0.446  0.012  0.525  0.116  0.095]
[-0.020944 -0.000073 -0.008213],	[ 0.131  0.429  0.014  0.631  0.118  0.086]
[-0.013083 -0.000383 -0.041067],	[ 0.147  0.413  0.021  0.545  0.107  0.085]
[-0.014303 -0.001461 -0.184800],	[ 0.163  0.429  0.035  0.642  0.111  0.094]
[-0.009570 -0.000623 -0.139626],	[ 0.189  0.429  0.057  0.772  0.088  0.124]
[-0.016554 -0.000747 -0.114986],	[ 0.210  0.408  0.070  0.679  0.100  0.142]
[-0.010035 -0.000116 -0.028747],	[ 0.226  0.435  0.075  0.631  0.099  0.149]
[-0.014834 -0.000122 -0.024640],	[ 0.251  0.429  0.073  0.545  0.106  0.150]
[-0.010036  0.000011 -0.004107],	[ 0.277  0.424  0.071  0.619  0.112  0.155]
[-0.016144 -0.000005 -0.004107],	[ 0.263  0.429  0.062  0.943  0.091  0.162]
[-0.010908 -0.000029 -0.004107],	[ 0.294  0.424  0.058  0.831  0.121  0.162]
[-0.015270 -0.000199 -0.028747],	[ 0.335  0.429  0.056  0.772  0.119  0.171]
[-0.010907 -0.000120 -0.028747],	[ 0.274  0.429  0.054  0.831  0.129  0.186]
[-0.017884 -0.000380 -0.045173],	[ 0.230  0.413  0.054  0.831  0.116  0.189]
[-0.019185 -0.000614 -0.073920],	[ 0.228  0.424  0.055  0.608  0.148  0.201]
[-0.013080 -0.000432 -0.073920],	[ 0.623  0.413  0.066  0.454  0.159  0.169]
[-0.020425 -0.001604 -0.151946],	[ 0.294  0.429  0.073  0.462  0.177  0.140]
[-0.014365 -0.000821 -0.119093],	[ 0.256  0.429  0.106  1.014  0.157  0.255]
[-0.020851 -0.001650 -0.180693],	[ 0.222  0.446  0.125  0.242  0.226  0.213]
[-0.013494 -0.000829 -0.135520],	[ 0.228  0.470  0.088  0.158  0.172  0.189]
[-0.023031 -0.001749 -0.168373],	[ 0.224  0.429  0.317  0.317  0.134  0.189]
[-0.023082 -0.001189 -0.119093],	[ 0.234  0.440  0.491  0.213  0.200  0.186]
[-0.015254 -0.000655 -0.086240],	[ 0.263  0.429  0.363  0.619  0.193  0.193]
[-0.024321 -0.002017 -0.164266],	[ 0.307  0.429  0.351  0.307  0.239  0.211]
[-0.017426 -0.000811 -0.106773],	[ 0.324  0.446  0.333  0.197  0.180  0.225]
[-0.026541 -0.001667 -0.143733],	[ 0.350  0.429  0.296  0.153  0.222  0.199]
[-0.016138 -0.000348 -0.053387],	[ 0.370  0.429  0.205  0.151  0.235  0.162]
[-0.019628 -0.000437 -0.053387],	[ 0.317  0.440  0.196  0.156  0.169  0.173]
[-0.011344 -0.000116 -0.024640],	[ 0.285  0.429  0.187  0.149  0.207  0.233]
[-0.016575 -0.000365 -0.041067],	[ 0.232  0.429  0.182  0.153  0.258  0.298]
[-0.011342 -0.000199 -0.032853],	[ 0.285  0.440  0.167  0.151  0.180  0.221]
[-0.017442 -0.000534 -0.065707],	[ 1.031  0.429  0.152  0.151  0.114  0.186]
[-0.013086 -0.000238 -0.049280],	[ 0.765  0.429  0.199  0.147  0.296  0.149]
[-0.021791 -0.000897 -0.090346],	[ 0.358  0.424  0.232  0.156  0.230  0.125]
[-0.025263 -0.001280 -0.106773],	[ 0.350  0.424  0.457  0.138  0.190  0.104]
[-0.018745 -0.000688 -0.086240],	[ 0.346  0.446  0.567  0.131  0.148  0.178]
[-0.028736 -0.001598 -0.123200],	[ 0.328  0.458  0.426  0.121  0.115  0.339]
[-0.016983 -0.000947 -0.102666],	[ 0.366  0.413  0.404  0.111  0.105  0.321]
[-0.019466 -0.002234 -0.225866],	[ 0.346  0.452  0.339  0.101  0.214  0.314]
[-0.009139 -0.000560 -0.135520],	[ 0.426  0.452  0.396  0.089  0.751  0.316]
[-0.012639 -0.000460 -0.110880],	[ 0.452  0.446  0.547  0.317  0.660  0.322]
[-0.007417 -0.000075 -0.028747],	[ 0.416  0.452  0.547  0.153  0.872  0.316]
[-0.009163 -0.000013 -0.004107],	[ 0.416  0.446  0.426  0.087  0.592  0.318]
[-0.008290 -0.000022 -0.004107],	[ 0.421  0.452  0.396  0.087  0.674  0.312]
[-0.006545  0.000020  0.004107],	[ 0.441  0.458  0.426  0.083  0.767  0.300]
[-0.009599  0.000029  0.000000],	[ 0.421  0.446  0.457  0.081  0.592  0.309]
[-0.006545 -0.000018 -0.004107],	[ 0.441  0.413  0.418  0.082  0.421  0.322]
[-0.009163 -0.000056 -0.012320],	[ 0.421  0.435  0.457  0.077  0.468  0.292]
[-0.005672 -0.000005 -0.004107],	[ 0.406  0.446  0.457  0.076  1.171  0.281]
[-0.006544 -0.000082 -0.020533],	[ 0.392  0.452  0.426  0.079  0.891  0.342]
[-0.006981 -0.000095 -0.016427],	[ 0.310  0.429  0.465  0.072  0.341  0.305]
[-0.003491  0.000000  0.000000],	[ 0.310  0.446  0.433  0.072  0.458  0.312]
[-0.003054  0.000005 -0.004107],	[ 0.298  0.429  0.441  0.069  0.767  0.319]
[-0.002182  0.000005  0.004107],	[ 0.291  0.446  0.433  0.070  1.123  0.298]
[-0.003491  0.000005  0.000000],	[ 0.271  0.429  0.433  0.069  0.646  0.271]
[-0.003491  0.000005  0.000000],	[ 0.285  0.424  0.418  0.069  0.499  0.281]
[-0.005236 -0.000025 -0.008213],	[ 0.274  0.495  0.426  0.065  0.854  0.239]
[-0.003927 -0.000016 -0.012320],	[ 0.277  0.424  0.426  0.065  0.751  0.251]
[-0.005672 -0.000039 -0.020533],	[ 0.301  0.440  0.426  0.063  0.568  0.233]
[-0.003927  0.000004 -0.004107],	[ 0.324  0.429  0.426  0.062  0.660  0.253]
[-0.006109  0.000016  0.000000],	[ 0.335  0.424  0.465  0.060  0.660  0.235]
[-0.003491  0.000004  0.000000],	[ 0.324  0.446  0.426  0.061  1.147  0.235]
[-0.006109  0.000025  0.008213],	[ 0.301  0.429  0.426  0.059  1.171  0.257]
[-0.006545  0.000036  0.012320],	[ 0.266  0.440  0.474  0.058  0.379  0.253]
[-0.003927 -0.000014 -0.004107],	[ 0.301  0.429  0.482  0.058  0.605  0.245]
[-0.006545 -0.000025 -0.004107],	[ 0.285  0.452  0.482  0.056  0.735  0.249]
[-0.003491  0.000002  0.000000],	[ 0.304  0.446  0.577  0.053  0.910  0.233]
[-0.004363  0.000005  0.000000],	[ 0.317  0.424  0.598  0.048  1.147  0.209]
[-0.003054  0.000007  0.004107],	[ 0.294  0.435  0.692  0.050  0.207  0.209]
[-0.002182  0.000004  0.004107],	[ 0.307  0.369  0.704  0.052  0.387  0.199]
[-0.001309  0.000005  0.004107],	[ 0.280  0.429  0.655  0.052  0.544  0.195]
[-0.000873  0.000000  0.000000],	[ 0.277  0.452  0.704  0.052  0.835  0.191]
[-0.000873  0.000002  0.008213],	[ 0.282  0.452  0.692  0.053  0.395  0.186]
[-0.001745  0.000005  0.008213],	[ 0.285  0.464  0.655  0.052  0.499  0.186]
[-0.003490  0.000032  0.016427],	[ 0.282  0.476  0.643  0.053  0.568  0.191]
[-0.002618  0.000011  0.008213],	[ 0.339  0.429  0.859  0.053  0.296  0.175]
[-0.003054  0.000014  0.012320],	[ 0.350  0.435  0.844  0.049  0.222  0.164]
[-0.002182  0.000004  0.004107],	[ 0.366  0.446  0.643  0.050  0.568  0.164]
[-0.003927  0.000023  0.012320],	[ 0.397  0.440  0.101  0.050  0.356  0.164]
[-0.003054  0.000009  0.012320],	[ 0.441  0.470  0.083  0.049  0.555  0.154]
[-0.004800  0.000011  0.004107],	[ 0.492  0.452  0.083  0.050  0.580  0.136]
[-0.003927  0.000007  0.004107],	[ 0.474  0.435  0.078  0.049  0.226  0.114]
[-0.004363  0.000018  0.008213],	[ 0.498  0.458  0.073  0.044  0.660  0.068]
[-0.008727  0.000043  0.008213],	[ 0.492  0.446  0.073  0.048  0.568  0.020]
[-0.009163  0.000014  0.004107],	[ 0.517  0.464  0.071  0.042  0.488  0.026]
[-0.003926 -0.000070 -0.028747],	[ 0.468  0.458  0.073  0.046  0.704  0.030]
[-0.006106 -0.000133 -0.057493],	[ 0.274  0.452  0.081  0.044  0.321  0.038]
[-0.003927 -0.000009 -0.004107],	[ 0.282  0.424  0.080  0.044  0.387  0.044]
[-0.007854 -0.000039 -0.008213],	[ 0.301  0.446  0.079  0.037  0.371  0.046]
[-0.006109  0.000018  0.008213],	[ 0.298  0.429  0.077  0.040  0.458  0.048]
[-0.009163  0.000041  0.012320],	[ 0.291  0.419  0.072  0.036  0.371  0.046]
[-0.006545  0.000045  0.012320],	[ 0.291  0.429  0.070  0.035  0.279  0.048]
[-0.010472  0.000005  0.000000],	[ 0.298  0.452  0.066  0.034  0.239  0.049]
[-0.012654  0.000022  0.004107],	[ 0.310  0.476  0.066  0.032  0.302  0.051]
[-0.009599  0.000061  0.016427],	[ 0.342  0.452  0.060  0.031  0.387  0.052]
[-0.008290  0.000030  0.012320],	[ 0.366  0.452  0.058  0.030  0.244  0.050]
[-0.012653  0.000115  0.020533],	[ 0.463  0.446  0.055  0.027  0.334  0.051]
[-0.007854  0.000023  0.008213],	[ 0.517  0.452  0.051  0.025  0.379  0.051]
[-0.011781  0.000059  0.012320],	[ 0.529  0.670  0.051  0.027  0.235  0.051]
[-0.006545  0.000022  0.004107],	[ 0.529  0.452  0.049  0.027  0.161  0.050]
[-0.011344  0.000099  0.016427],	[ 0.571  0.488  0.046  0.025  0.109  0.050]
[-0.007417  0.000045  0.012320],	[ 0.585  0.446  0.043  0.025  0.092  0.050]
[-0.010472  0.000020  0.008213],	[ 0.592  0.446  0.041  0.024  0.070  0.048]
[-0.007854  0.000030  0.008213],	[ 0.585  0.446  0.040  0.023  0.025  0.046]
[-0.006545  0.000018  0.004107],	[ 0.571  0.446  0.038  0.021  0.028  0.042]
[-0.010471  0.000100  0.016427],	[ 0.608  0.458  0.035  0.049  0.032  0.042]
[-0.008727 -0.000000  0.000000],	[ 0.673  0.452  0.034  0.138  0.035  0.049]
[-0.007418 -0.000016 -0.004107],	[ 0.615  0.452  0.035  0.151  0.036  0.048]
[-0.003927 -0.000016 -0.004107],	[ 0.615  0.452  0.036  0.213  0.039  0.052]
[-0.005672  0.000011  0.004107],	[ 0.623  0.458  0.035  0.238  0.038  0.051]
[-0.005236  0.000029  0.008213],	[ 0.623  0.452  0.034  0.340  0.038  0.052]
[-0.007854  0.000027  0.008213],	[ 0.600  0.458  0.034  0.372  0.041  0.049]
[-0.004800  0.000018  0.004107],	[ 0.623  0.889  0.031  0.323  0.040  0.048]
[-0.009163 -0.000013 -0.004107],	[ 0.615  0.458  0.032  0.347  0.034  0.048]
[-0.006109  0.000016  0.000000],	[ 0.623  0.452  0.032  0.347  0.041  0.051]
[-0.010036  0.000036  0.004107],	[ 0.656  0.452  0.030  0.454  0.042  0.053]
[-0.011344  0.000097  0.016427],	[ 0.664  0.452  0.028  0.407  0.043  0.049]
[-0.007854 -0.000009  0.000000],	[ 0.631  0.495  0.030  0.400  0.044  0.049]
[-0.013526 -0.000023 -0.004107],	[ 0.664  0.458  0.028  0.414  0.043  0.049]
[-0.010036  0.000030  0.004107],	[ 0.664  0.452  0.029  0.400  0.043  0.047]
[-0.014399  0.000050  0.012320],	[ 0.615  0.476  0.027  0.414  0.046  0.050]
[-0.010036  0.000005  0.004107],	[ 0.690  0.470  0.025  0.400  0.048  0.048]
[-0.016580  0.000082  0.008213],	[ 0.600  0.446  0.057  0.488  0.037  0.048]
[-0.010908  0.000034  0.004107],	[ 0.690  0.452  0.118  0.545  0.046  0.046]
[-0.012638 -0.000562 -0.069813],	[ 0.708  0.446  0.208  0.619  0.041  0.053]
[-0.005228 -0.000260 -0.090346],	[ 0.366  0.452  0.146  0.407  0.035  0.062]
[-0.008232 -0.000863 -0.193013],	[ 0.708  0.446  0.058  0.227  0.035  0.107]
[-0.011720 -0.000907 -0.209440],	[ 0.149  0.446  0.105  0.200  0.041  0.314]
[-0.008287 -0.000176 -0.061600],	[ 0.144  0.413  0.111  0.772  0.052  0.296]
[-0.012653 -0.000134 -0.028747],	[ 0.145  0.365  0.109  0.575  0.060  0.292]
[-0.006542 -0.000167 -0.036960],	[ 0.145  0.356  0.106  0.631  0.070  0.321]
[-0.009557 -0.000776 -0.156053],	[ 0.130  0.369  0.156  0.206  0.118  0.316]
[-0.006096 -0.000340 -0.123200],	[ 0.112  0.408  0.225  0.242  1.171  0.312]
[-0.008289 -0.000095 -0.045173],	[ 0.108  0.403  0.251  0.231  0.499  0.279]
[-0.003054 -0.000002 -0.004107],	[ 0.115  0.369  0.268  0.216  0.704  0.281]
[-0.004800 -0.000005 -0.004107],	[ 0.118  0.403  0.235  0.242  0.403  0.298]
[-0.005672 -0.000048 -0.012320],	[ 0.120  0.452  0.247  0.246  0.458  0.292]
[-0.003489 -0.000075 -0.049280],	[ 0.120  0.429  0.277  0.246  0.499  0.289]
[-0.004356 -0.000222 -0.106773],	[ 0.115  0.424  0.322  0.203  0.580  0.290]
[-0.003487 -0.000138 -0.090346],	[ 0.115  0.452  0.185  0.180  0.412  0.279]
[-0.005233 -0.000120 -0.090346],	[ 0.111  0.452  0.598  0.203  0.371  0.289]
[-0.004363 -0.000045 -0.024640],	[ 0.118  0.435  0.557  0.203  0.371  0.283]
[-0.007854 -0.000034 -0.008213],	[ 0.120  0.429  0.491  0.194  0.279  0.273]
[-0.004363  0.000004  0.000000],	[ 0.125  0.452  0.491  0.177  0.478  0.281]
[-0.007418 -0.000023 -0.004107],	[ 0.132  0.435  0.465  0.158  0.646  0.290]
[-0.005672 -0.000036 -0.012320],	[ 0.141  0.452  0.457  0.170  0.328  0.281]
[-0.005236 -0.000056 -0.024640],	[ 0.142  0.440  0.491  0.172  0.510  0.217]
[-0.009594 -0.000276 -0.057493],	[ 0.150  0.435  0.465  0.172  0.488  0.150]
[-0.007853 -0.000091 -0.032853],	[ 0.158  0.435  0.598  0.170  0.458  0.039]
[-0.011781 -0.000047 -0.012320],	[ 0.177  0.424  0.692  0.170  0.430  0.042]
