pose,ir
[-0.001307  0.000068 -0.094453],	[ 1.662  0.335  0.829  0.088  0.818  0.346]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.339  0.730  0.121  0.801  0.349]
[-0.001307  0.000068 -0.094453],	[ 1.600  0.312  0.875 -0.050  0.605  0.350]
[-0.001307  0.000068 -0.094453],	[ 1.641  0.464  0.844  0.400  0.458  0.329]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.209  0.814  1.071  0.448  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.220  0.859  1.071  0.412  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.244  0.844  1.071  0.274  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.275  0.844  1.071  0.203  0.346]
[-0.001307  0.000068 -0.094453],	[ 1.683  0.244  0.844  1.071  0.190  0.351]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.275  0.859  0.076  0.235  0.341]
[-0.001307  0.000068 -0.094453],	[ 1.539  0.285  0.814  1.071  0.458  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.312  0.844  1.071  0.592  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.683  0.324  0.859  0.961  1.147  0.342]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.327  0.844  1.071  1.171  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.335  0.859  0.259  0.949  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.305  0.730  1.071  0.421  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.291  0.859  1.014  0.379  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.327  0.844  1.071  0.341  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.058  0.320  0.859  0.978  0.285  0.354]
[-0.001307  0.000068 -0.094453],	[ 0.941  0.305  0.844  0.372  0.499  0.354]
[-0.001307  0.000068 -0.094453],	[ 0.882  0.309  0.859  0.006  0.430  0.353]
[-0.001307  0.000068 -0.094453],	[ 0.917  0.361  0.859  0.006  0.356  0.354]
[-0.001307  0.000068 -0.094453],	[ 0.755  0.331  0.829  1.014  0.296  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.641  0.312  0.859  1.071  0.302  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.288  0.859  1.071  0.854  0.342]
[-0.001307  0.000068 -0.094453],	[ 1.683  0.227  0.844  1.090  1.171  0.339]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.225  0.814  0.666  0.818  0.352]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.247  0.814  0.437  1.033  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.620  0.369  0.859  0.575  1.077  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.559  0.305  0.730  0.679  1.123  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.291  0.679  0.525  1.171  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.291  0.844 -0.050  0.580  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.316  0.844  0.619  1.196  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.683  0.309  0.844  1.071  1.196  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.559  0.320  0.844  1.071  1.147  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.620  0.361  0.829  1.052  1.123  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.288  0.859  0.002  1.221  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.190  0.859  1.071  1.147  0.342]
[-0.001307  0.000068 -0.094453],	[ 1.705  0.201  0.844  1.090  1.171  0.342]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.242  0.844  1.071  1.171  0.353]
[-0.001307  0.000068 -0.094453],	[ 1.641  0.222  0.859  1.071  1.171  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.213  0.859  0.831  1.147  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.305  0.844  1.071  0.910  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.559  0.249  0.717  0.978  1.171  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.641  0.234  0.844  0.679  1.171  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.255  0.859  0.801  1.147  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.263  0.859  1.033  0.193  0.352]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.194  0.844  0.691  0.929  0.353]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.173  0.844  0.296  0.735  0.353]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.203  0.814  0.040  0.872  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.249  0.859  0.082  0.458  0.344]
[-0.001307  0.000068 -0.094453],	[ 1.683  0.275  0.844  0.407  0.646  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.266  0.814  1.052  0.910  0.342]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.234  0.844  0.877  0.891  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.196  0.844  0.210  0.751  0.354]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.232  0.844  0.068  0.835  0.353]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.066  0.829  0.083  0.555  0.351]
[-0.001307  0.000068 -0.094453],	[ 1.600  0.403  0.717  0.111  1.033  0.346]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.470  0.814  0.978  0.891  0.339]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.413  0.844  0.815  0.568  0.339]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.424  0.859  1.014  0.689  0.312]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.408  0.829  0.893  0.488  0.345]
[-0.001307  0.000068 -0.094453],	[ 1.683  0.403  0.859  0.801  0.580  0.348]
[-0.001307  0.000068 -0.094453],	[ 1.662  0.398  0.844  0.815  0.580  0.349]
[-0.001307  0.000068 -0.094453],	[ 0.929  0.419  0.859  0.831  0.689  0.332]
[-0.001307  0.000068 -0.094453],	[ 0.314  0.446  0.859  0.893  0.499  0.336]
[-0.001307  0.000068 -0.094453],	[ 1.252  0.403  0.859  1.052  0.510  0.324]
[-0.000003 -0.000046 -0.073920],	[ 1.174  1.939  0.844  1.071  0.555  0.332]
[-0.001744  0.000072 -0.065707],	[ 0.991  0.435  0.859  0.927  0.751  0.335]
[-0.001744  0.000072 -0.065707],	[ 1.044  0.324  0.844  1.071  0.592  0.349]
[-0.001744  0.000072 -0.065707],	[ 1.129  0.419  0.567  1.090  0.499  0.341]
[-0.001744  0.000072 -0.065707],	[ 1.031  0.413  0.829  0.831  0.619  0.348]
[-0.001744  0.000072 -0.065707],	[ 1.072  0.408  0.829  0.877  0.818  0.347]
[-0.001744  0.000072 -0.065707],	[ 0.929  0.435  0.844  1.071  0.592  0.348]
[-0.001744  0.000072 -0.065707],	[ 0.941  0.408  0.829  0.927  0.751  0.342]
[-0.001744  0.000072 -0.065707],	[ 0.905  0.408  0.844  0.831  0.605  0.346]
[-0.001744  0.000072 -0.065707],	[ 1.100  0.298  0.844  0.978  0.891  0.346]
[-0.001744  0.000072 -0.065707],	[ 1.086  0.429  0.744  0.943  0.767  0.342]
[-0.001744  0.000072 -0.065707],	[ 1.044  0.413  0.829  0.978  0.818  0.345]
[-0.001744  0.000072 -0.065707],	[ 1.031  0.408  0.799  1.033  0.660  0.326]
[-0.001744  0.000072 -0.065707],	[ 0.991  0.408  0.814  1.014  0.719  0.327]
[-0.001744  0.000072 -0.065707],	[ 0.978  0.408  0.829  0.978  0.735  0.346]
[-0.001744  0.000072 -0.065707],	[ 1.174  0.408  0.655  1.052  0.719  0.347]
[-0.001744  0.000072 -0.065707],	[ 1.031  0.309  0.692  0.943  0.592  0.344]
[-0.001744  0.000072 -0.065707],	[ 0.917  0.388  0.859  1.071  0.521  0.336]
[-0.001744  0.000072 -0.065707],	[ 1.086  0.403  0.829  1.071  0.521  0.341]
[-0.001744  0.000072 -0.065707],	[ 1.058  0.403  0.829  1.071  0.592  0.330]
[-0.001744  0.000072 -0.065707],	[ 1.004  0.408  0.844  1.071  0.448  0.342]
[-0.001744  0.000072 -0.065707],	[ 1.017  0.413  0.799  0.815  0.704  0.345]
[-0.001744  0.000072 -0.065707],	[ 0.978  0.403  0.799  1.071  0.646  0.341]
[-0.001744  0.000072 -0.065707],	[ 0.991  0.446  0.692  0.927  0.544  0.337]
[-0.001744  0.000072 -0.065707],	[ 1.031  0.419  0.844  0.786  0.568  0.341]
[-0.001744  0.000072 -0.065707],	[ 1.174  0.408  0.799  0.943  0.555  0.326]
[-0.001744  0.000072 -0.065707],	[ 0.941  0.429  0.643  0.943  0.458  0.342]
[-0.001744  0.000072 -0.065707],	[ 0.978  0.429  0.814  0.978  0.555  0.326]
[-0.001744  0.000072 -0.065707],	[ 1.114  0.424  0.814  1.014  0.704  0.348]
[-0.001744  0.000072 -0.065707],	[ 1.004  0.408  0.717  0.943  0.751  0.351]
[-0.001744  0.000072 -0.065707],	[ 1.017  0.403  0.844  0.893  0.660  0.346]
[-0.001744  0.000072 -0.065707],	[ 1.031  0.408  0.667  1.071  0.660  0.341]
[-0.001744  0.000072 -0.065707],	[ 1.100  0.429  0.717  0.927  0.818  0.342]
[-0.001744  0.000072 -0.065707],	[ 0.991  0.408  0.799  1.071  0.605  0.342]
[-0.001744  0.000072 -0.065707],	[ 1.058  0.408  0.771  1.090  0.660  0.339]
[-0.001744  0.000072 -0.065707],	[ 0.966  0.398  0.829  1.071  0.719  0.341]
[-0.001744  0.000072 -0.065707],	[ 1.044  0.383  0.799  1.071  0.929  0.345]
[-0.001744  0.000072 -0.065707],	[ 1.044  0.379  0.799  1.071  0.488  0.342]
[-0.001744  0.000072 -0.065707],	[ 1.044  0.435  0.844  1.090  0.510  0.336]
[-0.001744  0.000072 -0.065707],	[ 0.978  0.429  0.844  0.877  0.719  0.341]
[-0.001744  0.000072 -0.065707],	[ 1.044  0.429  0.844  1.071  0.568  0.341]
[-0.001744  0.000072 -0.065707],	[ 0.978  0.446  0.829  0.978  0.592  0.342]
[-0.001744  0.000072 -0.065707],	[ 1.072  0.424  0.704  0.815  0.592  0.319]
[-0.001744  0.000072 -0.065707],	[ 1.129  0.429  0.799  0.978  0.751  0.341]
[-0.001744  0.000072 -0.065707],	[ 0.917  0.446  0.771  0.910  0.767  0.345]
[-0.001744  0.000072 -0.065707],	[ 1.017  0.435  0.799  0.996  0.592  0.344]
[-0.001744  0.000072 -0.065707],	[ 0.978  0.476  0.730  0.961  0.619  0.349]
[-0.001744  0.000072 -0.065707],	[ 1.017  0.446  0.829  1.090  0.646  0.344]
[-0.001744  0.000072 -0.065707],	[ 1.031  0.429  0.785  0.978  0.592  0.340]
[-0.001744  0.000072 -0.065707],	[ 0.966  0.446  0.859  1.071  0.632  0.337]
[-0.001744  0.000072 -0.065707],	[ 0.978  0.458  0.829  0.978  0.568  0.346]
[-0.001744  0.000072 -0.065707],	[ 0.966  0.458  0.859  1.071  0.719  0.346]
[-0.001744  0.000072 -0.065707],	[ 1.129  0.429  0.844  1.071  0.704  0.341]
[-0.001744  0.000072 -0.065707],	[ 0.978  0.429  0.844  0.893  0.632  0.341]
[-0.001744  0.000072 -0.065707],	[ 0.991  0.429  0.799  1.071  0.646  0.342]
[-0.001744  0.000072 -0.065707],	[ 1.044  0.424  0.632  0.927  0.818  0.346]
[-0.001744  0.000072 -0.065707],	[ 1.044  0.464  0.814  0.877  0.632  0.346]
[-0.001744  0.000072 -0.065707],	[ 0.978  0.424  0.829  0.831  0.646  0.318]
[-0.001744  0.000072 -0.065707],	[ 1.086  0.488  0.844  1.052  0.421  0.341]
[-0.001744  0.000072 -0.065707],	[ 1.044  0.429  0.799  0.927  0.580  0.344]
[-0.001744  0.000072 -0.065707],	[ 0.978  0.470  0.844  0.831  0.646  0.346]
[-0.001744  0.000072 -0.065707],	[ 1.058  0.429  0.875  1.014  0.592  0.339]
[-0.001744  0.000072 -0.065707],	[ 0.929  0.446  0.643  0.927  0.544  0.339]
[-0.001744  0.000072 -0.065707],	[ 1.044  0.419  0.829  0.927  0.674  0.344]
[-0.001744  0.000072 -0.065707],	[ 1.058  0.446  0.844  0.978  0.735  0.341]
[-0.001744  0.000072 -0.065707],	[ 1.129  0.424  0.692  1.071  0.532  0.344]
[-0.001744  0.000072 -0.065707],	[ 0.966  0.419  0.717  0.978  0.818  0.341]
[-0.001744  0.000072 -0.065707],	[ 0.929  0.424  0.844  1.071  0.818  0.348]
[-0.001744  0.000072 -0.065707],	[ 1.044  0.679  0.692  1.052  0.605  0.348]
[-0.001744  0.000072 -0.065707],	[ 0.991  0.446  0.859  1.071  0.632  0.327]
[-0.001744  0.000072 -0.065707],	[ 1.100  0.413  0.829  1.071  0.891  0.349]
[-0.001744  0.000072 -0.065707],	[ 1.044  0.424  0.799  1.071  0.735  0.341]
[-0.001744  0.000072 -0.065707],	[ 0.978  0.424  0.859  1.071  0.499  0.341]
[-0.001744  0.000072 -0.065707],	[ 1.044  0.429  0.829  0.815  0.580  0.342]
[-0.001744  0.000072 -0.065707],	[ 1.058  0.429  0.757  1.052  1.077  0.346]
[-0.001744  0.000072 -0.065707],	[ 0.905  0.419  0.757  0.961  0.719  0.344]
[-0.001744  0.000072 -0.065707],	[ 1.072  0.413  0.799  0.815  0.510  0.339]
[-0.001744  0.000072 -0.065707],	[ 0.991  0.446  0.829  0.943  0.619  0.341]
[-0.001744  0.000072 -0.065707],	[ 1.017  0.429  0.829  0.815  0.592  0.342]
[-0.001744  0.000072 -0.065707],	[ 1.017  0.446  0.799  0.978  0.689  0.342]
[-0.001744  0.000072 -0.065707],	[ 0.929  0.424  0.844  0.877  0.605  0.335]
[-0.001744  0.000072 -0.065707],	[ 1.044  0.470  0.704  1.014  0.499  0.341]
[-0.001744  0.000072 -0.065707],	[ 0.966  0.424  0.844  0.943  0.592  0.347]
[-0.001744  0.000072 -0.065707],	[ 1.004  0.670  0.704  1.071  0.499  0.337]
[-0.001744  0.000072 -0.065707],	[ 1.100  0.435  0.799  0.927  0.592  0.326]
[-0.001744  0.000072 -0.065707],	[ 1.072  0.413  0.829  1.071  0.818  0.340]
[-0.001744  0.000072 -0.065707],	[ 1.662  0.419  0.744  1.071  0.660  0.347]
[-0.001744  0.000072 -0.065707],	[ 0.288  0.446  0.859  0.961  0.592  0.333]
[-0.001744  0.000072 -0.065707],	[ 0.291  0.429  0.859  1.090  0.704  0.350]
[-0.001744  0.000072 -0.065707],	[ 0.397  0.435  0.844  1.090  0.818  0.346]
[-0.001744  0.000072 -0.065707],	[ 1.641  0.413  0.859  1.090  0.689  0.335]
[-0.001744  0.000072 -0.065707],	[ 1.641  0.403  0.799  1.071  0.646  0.314]
[-0.001744  0.000072 -0.065707],	[ 1.705  0.343  0.875  1.071  0.784  0.332]
[-0.001744  0.000072 -0.065707],	[ 1.641  0.320  0.859  1.052  0.818  0.337]
[-0.001744  0.000072 -0.065707],	[ 1.662  0.320  0.730  1.071  0.704  0.329]
[-0.001744  0.000072 -0.065707],	[ 1.641  0.365  0.859  1.071  0.704  0.314]
[-0.001744  0.000072 -0.065707],	[ 1.662  0.369  0.875  1.071  0.660  0.314]
[-0.001744  0.000072 -0.065707],	[ 1.559  0.352  0.859  1.052  0.674  0.319]
[-0.001744  0.000072 -0.065707],	[ 1.662  0.408  0.844  1.110  0.704  0.319]
[-0.001744  0.000072 -0.065707],	[ 0.600  0.419  0.859  0.978  0.801  0.322]
[-0.001744  0.000072 -0.065707],	[ 0.517  0.440  0.859  1.071  0.719  0.332]
[-0.001744  0.000072 -0.065707],	[ 0.463  1.132  0.829  0.454  0.632  0.302]
[-0.001744  0.000072 -0.065707],	[ 0.446  0.809  0.457  0.323  0.592  0.290]
[-0.001744  0.000072 -0.065707],	[ 0.421  0.579  0.655  0.323  0.605  0.340]
[-0.001744  0.000072 -0.065707],	[ 0.421  0.488  0.844  0.340  0.532  0.342]
[-0.001744  0.000072 -0.065707],	[ 0.431  0.419  0.814  0.272  0.605  0.353]
[-0.000873  0.000020 -0.057493],	[ 0.468  1.596  0.771  0.296  0.592  0.348]
[-0.000873  0.000020 -0.057493],	[ 0.457  1.914  0.785  0.312  0.605  0.352]
[-0.000873  0.000020 -0.057493],	[ 0.463  0.408  0.717  0.259  0.532  0.348]
[-0.000873  0.000020 -0.057493],	[ 0.463  0.413  0.730  0.242  0.660  0.336]
[-0.000873  0.000020 -0.057493],	[ 0.436  0.495  0.844  0.246  0.580  0.349]
[-0.000873  0.000020 -0.057493],	[ 0.463  0.403  0.799  0.242  0.646  0.345]
[-0.000873  0.000020 -0.057493],	[ 0.463  0.408  0.744  0.281  0.674  0.350]
[-0.000873  0.000020 -0.057493],	[ 0.463  0.413  0.799  0.301  0.544  0.352]
[-0.000873  0.000020 -0.057493],	[ 0.468  0.419  0.744  0.317  0.521  0.346]
[-0.000873  0.000020 -0.057493],	[ 0.457  0.408  0.799  0.301  0.555  0.348]
[-0.000873  0.000020 -0.057493],	[ 0.457  0.408  0.771  0.340  0.646  0.348]
[-0.000873  0.000020 -0.057493],	[ 0.463  0.408  0.730  0.277  0.719  0.336]
[-0.000873  0.000020 -0.057493],	[ 0.474  0.295  0.771  0.246  0.719  0.335]
[-0.000873  0.000020 -0.057493],	[ 0.441  0.403  0.757  0.296  0.580  0.348]
[-0.000873  0.000020 -0.057493],	[ 0.436  0.403  0.785  0.312  0.818  0.352]
[-0.001309  0.000045 -0.069813],	[ 0.480  1.939  0.679  0.359  0.468  0.350]
[-0.001744  0.000082 -0.114986],	[ 0.457  1.939  0.730  0.608  0.544  0.330]
[-0.003030  0.000321 -0.307999],	[ 0.463  1.310  0.844  1.052  0.751  0.352]
[-0.004186  0.000916 -0.615999],	[ 1.662  1.044  0.844  0.619  0.132  0.353]
[-0.004160  0.000945 -0.862398],	[ 0.755  0.627  0.859  0.815  0.580  0.094]
[-0.003911  0.000590 -1.252530],	[ 0.656  0.528  0.844  1.071  0.064  0.219]
[-0.003722 -0.000701 -1.527676],	[ 0.647  0.514  0.404  0.180  0.203  0.239]
[-0.003991 -0.001972 -1.958875],	[ 0.755  0.602  0.537  0.619  0.387  0.352]
[-0.004428 -0.002725 -2.229915],	[ 0.673  1.939  0.829  1.071  0.279  0.209]
[-0.006421 -0.004393 -2.624154],	[ 1.662  0.787  0.771  0.744  0.175  0.245]
[-0.007641 -0.004861 -2.866447],	[ 0.269  0.495  0.449  0.831  0.334  0.354]
[-0.009376 -0.005015  3.071779],	[ 0.307  1.771  0.829  1.033  0.532  0.348]
[-0.011469 -0.004451  2.706287],	[ 0.317  1.914  0.577  0.831  0.818  0.344]
[-0.013303 -0.003278  2.439354],	[ 0.198  1.704  0.730  0.961  0.328  0.342]
[-0.015154 -0.000876  2.032795],	[ 0.239  1.989  0.125  1.090  0.356  0.353]
[-0.015924  0.001615  1.745329],	[ 0.291  1.555  0.263  0.141  0.929  0.354]
[-0.015730  0.004648  1.297704],	[ 0.755  1.576  0.232  0.246  0.159  0.305]
[-0.014788  0.006608  0.997918],	[ 1.100  1.939  0.211  0.143  0.568  0.354]
[-0.012611  0.008724  0.566719],	[ 1.683  1.939  0.202  0.075  0.412  0.346]
[-0.011016  0.009419  0.303893],	[ 1.539  1.890  0.263  0.272  0.285  0.348]
[-0.008861  0.009667 -0.078026],	[ 1.683  1.989  0.655  0.861  0.751  0.329]
[-0.006772  0.009086 -0.476372],	[ 0.486  0.040  0.829  0.565  0.207  0.346]
[-0.005353  0.008078 -0.755625],	[ 1.662  1.939  0.844  0.943  0.448  0.346]
[-0.003912  0.005919 -1.182717],	[ 0.736  1.749  0.730  1.090  0.448  0.199]
[-0.003424  0.003799 -1.474290],	[ 0.615  1.087  0.339  1.071  0.230  0.237]
[-0.003951  0.000383 -1.926022],	[ 0.690  1.576  0.679  0.515  0.253  0.249]
[-0.004835 -0.001113 -2.213488],	[ 0.765  1.939  0.829  0.619  0.139  0.209]
[-0.007128 -0.003099 -2.611834],	[ 1.662  1.726  0.771  0.996  0.157  0.207]
[-0.009149 -0.003901 -2.870553],	[ 0.253  1.555  0.547  0.758  0.321  0.241]
[-0.012188 -0.003998  3.030713],	[ 0.301  1.939  0.744  0.996  0.751  0.347]
[-0.015067 -0.003026  2.640580],	[ 0.321  0.976  0.814  0.340  0.521  0.354]
[-0.017136 -0.001437  2.369541],	[ 0.222  1.418  0.814  0.861  0.190  0.354]
[-0.019209  0.001863  1.954769],	[ 0.208  1.989  0.196  1.071  1.171  0.354]
[-0.019685  0.003987  1.663196],	[ 0.271  1.704  0.239  0.149  0.929  0.354]
[-0.019217  0.007849  1.223784],	[ 0.765  1.682  0.228  0.246  0.801  0.307]
[-0.018133  0.009730  0.932211],	[ 0.826  1.726  0.205  0.053  0.580  0.354]
[-0.016117  0.011370  0.513332],	[ 1.662  1.660  0.208  0.079  0.190  0.341]
[-0.014502  0.012023  0.242293],	[ 1.662  1.939  0.799  0.254  0.458  0.345]
[-0.011478  0.012136 -0.147840],	[ 1.662  1.276  0.771  0.488  0.448  0.337]
[-0.010221  0.011783 -0.406559],	[ 0.556  1.794  0.859  0.815  0.274  0.350]
[-0.008132  0.010241 -0.809011],	[ 1.641  1.914  0.844  0.815  0.348  0.348]
[-0.006691  0.007570 -1.223784],	[ 0.717  1.535  0.844  1.071  0.274  0.193]
[-0.006411  0.006292 -1.515356],	[ 0.585  1.639  0.859  0.565  0.177  0.241]
[-0.006908  0.003310 -1.946555],	[ 0.717  1.293  0.598  0.877  0.285  0.217]
[-0.008046  0.001461 -2.238128],	[ 0.848  1.515  0.844  0.996  0.751  0.205]
[-0.010451 -0.000392 -2.652900],	[ 1.129  1.660  0.859  0.654  0.166  0.241]
[-0.012084 -0.001007 -2.833593],	[ 0.256  1.939  0.643  0.340  0.328  0.225]
[-0.012918 -0.001265 -2.841807],	[ 0.251  0.452  0.679  1.071  0.253  0.217]
[-0.012918 -0.001265 -2.841807],	[ 0.253  1.639  0.609  1.071  0.328  0.225]
[-0.012505 -0.001123 -2.796633],	[ 0.256  1.890  0.482  1.052  0.321  0.243]
[-0.013287 -0.001506 -2.624154],	[ 0.110  1.381  0.598  0.961  0.218  0.249]
[-0.013653 -0.001743 -2.455781],	[ 1.662  1.841  0.844  1.090  0.122  0.209]
[-0.015056 -0.003397 -2.139568],	[ 0.795  1.576  0.859  1.014  0.555  0.209]
[-0.015566 -0.004602 -1.897276],	[ 0.699  1.890  0.717  0.393  0.296  0.263]
[-0.015740 -0.007199 -1.494823],	[ 0.623  1.210  0.482  0.160  0.207  0.241]
[-0.015375 -0.008455 -1.203251],	[ 0.681  0.698  0.844  1.090  0.040  0.199]
[-0.013353 -0.011253 -0.751518],	[ 1.683  0.470  0.859  0.704  0.321  0.075]
[-0.011121 -0.012601 -0.439412],	[ 0.893  0.549  0.859  0.525  0.296  0.349]
[-0.006872 -0.013388  0.012320],	[ 1.559  0.595  0.744  0.422  0.818  0.346]
[-0.002708 -0.012204  0.447626],	[ 1.683  1.576  0.259  0.259  0.499  0.330]
[-0.000895 -0.011000  0.722772],	[ 1.620  1.660  0.247  0.200  0.258  0.342]
[ 0.001875 -0.007140  1.137544],	[ 0.848  1.310  0.190  0.422  0.580  0.354]
[ 0.002505 -0.004606  1.425010],	[ 0.816  0.938  0.243  0.296  0.302  0.281]
[ 0.001949 -0.000742  1.872636],	[ 0.243  1.596  0.263  0.565  1.171  0.355]
[ 0.000730  0.001566  2.176528],	[ 0.234  1.914  0.115  1.090  0.605  0.354]
[-0.003196  0.004960  2.644687],	[ 0.298  1.058  0.829  0.877  0.448  0.354]
[-0.006916  0.006174  2.952686],	[ 0.317  0.925  0.799  0.758  0.274  0.351]
[-0.012535  0.005963 -2.882873],	[ 0.285  1.682  0.418  0.758  0.296  0.354]
[-0.016505  0.004195 -2.603621],	[ 1.520  1.345  0.771  1.071  0.186  0.235]
[-0.020212  0.000558 -2.176528],	[ 0.717  1.437  0.859  0.679  0.468  0.201]
[-0.022107 -0.004734 -1.728903],	[ 0.717  1.003  0.643  0.666  0.308  0.290]
[-0.021975 -0.007779 -1.420903],	[ 0.550  1.087  0.317  1.071  0.143  0.223]
[-0.019713 -0.012915 -0.948638],	[ 0.673  1.535  0.844  1.071  0.279  0.193]
[-0.017204 -0.015320 -0.628319],	[ 1.662  1.293  0.844  0.608  0.949  0.354]
[-0.011968 -0.017347 -0.164266],	[ 0.480  0.889  0.799  0.608  0.334  0.341]
[-0.008491 -0.017209  0.139626],	[ 1.683  0.820  0.692  0.329  0.784  0.339]
[-0.004470 -0.015592  0.574932],	[ 1.662  0.766  0.272  0.242  0.448  0.352]
[-0.002235 -0.013526  0.866505],	[ 0.991  1.914  0.218  0.619  0.132  0.354]
[-0.000279 -0.009662  1.310024],	[ 0.929  1.345  0.345  0.301  0.412  0.314]
[-0.000149 -0.004476  1.761756],	[ 0.816  1.117  0.277  0.317  0.929  0.353]
[-0.001344 -0.001208  2.065649],	[ 0.388  0.901  0.205  0.927  0.328  0.354]
[-0.005233  0.002856  2.529701],	[ 0.237  1.660  0.127  0.758  0.488  0.354]
[-0.008402  0.004292  2.833593],	[ 0.765  1.226  0.771  0.815  0.488  0.354]
[-0.014450  0.004583 -2.989646],	[ 0.288  1.017  0.643  1.071  0.499  0.346]
[-0.017365  0.003695 -2.689860],	[ 0.232  1.939  0.433  0.978  0.274  0.233]
[-0.022121 -0.000055 -2.254555],	[ 0.755  1.017  0.859  1.090  0.071  0.201]
[-0.024026 -0.003473 -1.962982],	[ 0.795  1.794  0.844  0.619  0.315  0.354]
[-0.024812 -0.008606 -1.519463],	[ 0.690  1.418  0.390  0.488  0.200  0.231]
[-0.024079 -0.012005 -1.215570],	[ 0.736  0.913  0.844  1.071  0.079  0.211]
[-0.020883 -0.016620 -0.743305],	[ 1.662  0.602  0.844  0.619  0.274  0.155]
[-0.017074 -0.018684 -0.266933],	[ 1.444  1.515  0.844  0.679  0.458  0.354]
[-0.013622 -0.019099  0.045173],	[ 1.336  1.914  0.744  0.386  0.970  0.339]
[-0.010204 -0.018436  0.316213],	[ 1.641  0.419  0.277  0.277  0.510  0.342]
[-0.010202 -0.018441  0.316213],	[ 1.662  1.939  0.322  0.296  0.660  0.351]
[-0.010203 -0.018438  0.316213],	[ 1.683  0.424  0.259  0.277  0.970  0.336]
[-0.010204 -0.018436  0.316213],	[ 1.662  1.939  0.322  0.296  0.387  0.348]
[-0.010204 -0.018436  0.316213],	[ 1.662  0.356  0.251  0.263  0.544  0.347]
[-0.010204 -0.018436  0.316213],	[ 1.539  0.352  0.301  0.301  0.290  0.346]
[-0.010204 -0.018436  0.316213],	[ 1.662  0.365  0.272  0.301  0.458  0.340]
[-0.010204 -0.018436  0.316213],	[ 1.683  0.352  0.339  0.296  0.499  0.346]
[-0.010204 -0.018436  0.316213],	[ 1.662  0.374  0.259  0.296  0.356  0.346]
